youtubeid,videoid,caption,fps,tstart,tend,totalframes
aACPqELAbmA,aACPqELAbmA_clip_1_000,a group of people walking on a bridge in a zoo. The bridge is covered with a wooden roof.,20.0,57.4,67.4,44942.0
aACPqELAbmA,aACPqELAbmA_clip_20_000,"a group of people walking on a dirt path, and a man in a black shirt is seen walking towards the camera.",20.0,767.8,777.8,44942.0
aACPqELAbmA,aACPqELAbmA_clip_20_003,a group of people walking on a bridge over a small pond. There is a man in a red shirt who is walking on the bridge.,20.0,797.8,807.8,44942.0
aACPqELAbmA,aACPqELAbmA_clip_22_003,a man skateboarding on a dirt road while people walk on the sidewalk. The man is wearing a striped shirt and sunglasses.,20.0,883.5,893.5,44942.0
aACPqELAbmA,aACPqELAbmA_clip_22_004,a wooden bridge with people walking on it. The camera captures the bridge from different angles.,20.0,893.5,903.5,44942.0
aACPqELAbmA,aACPqELAbmA_clip_22_005,"a man and a woman sitting on a bench on a bridge, and the camera captures their surroundings.",20.0,903.5,913.5,44942.0
aACPqELAbmA,aACPqELAbmA_clip_22_006,"a man and a woman sitting on a bench on a bridge, and the camera captures them from different angles.",20.0,913.5,923.5,44942.0
aACPqELAbmA,aACPqELAbmA_clip_23_001,"a series of images of a zoo enclosure with people walking around. The images are shown in temporal order with descriptions of the objects, their locations, and sizes.",20.0,968.2,978.2,44942.0
aACPqELAbmA,aACPqELAbmA_clip_25_000,a path that leads to a zoo with palm trees and a cloudy sky. There are also wooden fences and a bench along the path.,20.0,1004.5,1014.5,44942.0
aACPqELAbmA,aACPqELAbmA_clip_25_001,a pathway with a wooden fence on one side and a palm tree on the other. The sky is cloudy throughout the video.,20.0,1014.5,1024.5,44942.0
aACPqELAbmA,aACPqELAbmA_clip_25_002,a woman taking a picture of a horse in a zoo. The woman is wearing a white shirt and black pants.,20.0,1024.5,1034.5,44942.0
aACPqELAbmA,aACPqELAbmA_clip_25_004,"a group of people standing in front of a fence with camels behind them. The people are wearing different colored shirts and hats, and some are holding bags or cameras.",20.0,1044.5,1054.5,44942.0
aACPqELAbmA,aACPqELAbmA_clip_25_005,"a group of people standing around a camel enclosure, and a man is seen feeding the camels.",20.0,1054.5,1064.5,44942.0
aACPqELAbmA,aACPqELAbmA_clip_25_007,a group of people feeding camels in a zoo. The people are standing in front of a fence while feeding the camels.,20.0,1074.5,1084.5,44942.0
aACPqELAbmA,aACPqELAbmA_clip_25_008,a group of people standing around a fence with camels behind them. A woman in a blue shirt is seen feeding the camels.,20.0,1084.5,1094.5,44942.0
aACPqELAbmA,aACPqELAbmA_clip_26_000,"a scene of a small pond with a gazebo in the background. The camera then pans to the right, revealing a small island in the middle of the pond.",20.0,1113.3,1123.3,44942.0
aACPqELAbmA,aACPqELAbmA_clip_27_000,a man standing in front of a tree while holding a green pole. There are also people walking on a sidewalk and a woman wearing a white shirt.,20.0,1138.4,1148.4,44942.0
aACPqELAbmA,aACPqELAbmA_clip_28_000,a group of people riding on the backs of dinosaurs in a zoo. The people are seen riding on the dinosaurs in a dirt area.,20.0,1151.0,1161.0,44942.0
aACPqELAbmA,aACPqELAbmA_clip_29_001,"a person taking a picture of a fish tank, and a man in a black shirt is visible in the background.",20.0,1211.2,1221.2,44942.0
aACPqELAbmA,aACPqELAbmA_clip_2_000,a man walking on a pathway while being recorded by a fisheye lens. The man is wearing a striped shirt and blue jeans.,20.0,75.1,85.1,44942.0
aACPqELAbmA,aACPqELAbmA_clip_31_000,"a man standing in front of a fish tank, and the camera pans around the room to show the different fish tanks.",20.0,1291.6,1301.6,44942.0
aACPqELAbmA,aACPqELAbmA_clip_32_000,a large aquarium with various types of fish swimming around. A little boy is seen pointing at the fish while a man is seen standing next to him.,20.0,1316.7,1326.7,44942.0
aACPqELAbmA,aACPqELAbmA_clip_32_001,"a large aquarium with various types of fish swimming around. People are standing around the aquarium, watching the fish.",20.0,1326.7,1336.7,44942.0
aACPqELAbmA,aACPqELAbmA_clip_33_000,"a man walking on a dirt path, and the camera captures his movements. The man is wearing a striped shirt and glasses.",20.0,1354.1,1364.1,44942.0
aACPqELAbmA,aACPqELAbmA_clip_34_000,a group of people walking on a dirt path in a zoo. The camera captures the scene from a first-person perspective.,20.0,1452.6,1462.6,44942.0
aACPqELAbmA,aACPqELAbmA_clip_36_000,"a group of people walking on a dirt path, and a man is seen walking with a stick.",20.0,1500.9,1510.9,44942.0
aACPqELAbmA,aACPqELAbmA_clip_36_001,a group of people walking on a path in a zoo. There are also animals in cages along the path.,20.0,1510.9,1520.9,44942.0
aACPqELAbmA,aACPqELAbmA_clip_37_000,"a series of images of a park with a fence, trees, and a bench. The images are shown in temporal order with captions, object names, and object descriptions with specific locations and sizes.",20.0,1565.7,1575.7,44942.0
aACPqELAbmA,aACPqELAbmA_clip_39_000,"a fish tank with fish swimming around, and a large fish tank with a fish inside.",20.0,1636.9,1646.9,44942.0
aACPqELAbmA,aACPqELAbmA_clip_3_000,a carnival with a roller coaster and a ferris wheel. There are also people walking around the carnival.,20.0,126.3,136.3,44942.0
aACPqELAbmA,aACPqELAbmA_clip_40_001,"a series of images of a fish tank with various objects and animals inside. The camera moves around the tank, providing different perspectives of the contents.",20.0,1687.3,1697.3,44942.0
aACPqELAbmA,aACPqELAbmA_clip_41_001,"a woman standing in front of a fish tank, and a man standing in front of a fish tank.",20.0,1723.0,1733.0,44942.0
aACPqELAbmA,aACPqELAbmA_clip_42_001,"a man standing in front of a fish tank, and a person in a black shirt is visible in the background. The man is wearing a striped shirt and blue jeans.",20.0,1778.4,1788.4,44942.0
aACPqELAbmA,aACPqELAbmA_clip_43_000,a person taking a picture of a fish tank and a woman taking a picture of a fish tank.,20.0,1841.3,1851.3,44942.0
aACPqELAbmA,aACPqELAbmA_clip_44_000,a person walking by a window and a girl taking a picture of an exhibit.,20.0,1877.3,1887.3,44942.0
aACPqELAbmA,aACPqELAbmA_clip_44_001,a person looking at a fish tank in a museum. The person is wearing a white shirt and black pants.,20.0,1887.3,1897.3,44942.0
aACPqELAbmA,aACPqELAbmA_clip_45_000,"a person walking on a dirt road in a zoo, and the camera captures the person's shadow on the ground.",20.0,1966.9,1976.9,44942.0
aACPqELAbmA,aACPqELAbmA_clip_46_000,"a man and a woman walking on a sandy ground, and later they are seen walking on a wooden bridge.",20.0,2019.4,2029.4,44942.0
aACPqELAbmA,aACPqELAbmA_clip_46_005,"a man and a woman walking on a dirt path, and a person in a wheelchair riding on the same path.",20.0,2069.4,2079.4,44942.0
aACPqELAbmA,aACPqELAbmA_clip_48_000,"a man and a woman walking on a dirt path, and a group of children running around.",20.0,2100.9,2110.9,44942.0
aACPqELAbmA,aACPqELAbmA_clip_48_002,"a man and a woman walking on a dirt path, and the camera captures their movements. The scene is outdoors, and there are trees and a fence visible in the background.",20.0,2120.9,2130.9,44942.0
aACPqELAbmA,aACPqELAbmA_clip_48_003,"a man and a woman walking on a dirt path, and there are several objects in the background, including a wooden bench, a tree, and a fence.",20.0,2130.9,2140.9,44942.0
aACPqELAbmA,aACPqELAbmA_clip_48_005,"a man and a woman walking on a dirt path, and the woman is wearing a white shirt.",20.0,2150.9,2160.9,44942.0
aACPqELAbmA,aACPqELAbmA_clip_48_010,a man and a woman walking on a sandy beach. There are also palm trees and a wooden hut in the background.,20.0,2200.9,2210.9,44942.0
aACPqELAbmA,aACPqELAbmA_clip_4_000,"a large pool of water with a fence surrounding it, and the sky is cloudy.",20.0,157.1,167.1,44942.0
aACPqELAbmA,aACPqELAbmA_clip_4_004,"a person riding a bike down a dirt road, and there are people walking on the side of the road.",20.0,197.1,207.1,44942.0
aACPqELAbmA,aACPqELAbmA_clip_4_005,a group of people walking down a path in a zoo. The path is surrounded by trees and there is a fence on one side.,20.0,207.1,217.1,44942.0
aACPqELAbmA,aACPqELAbmA_clip_5_000,"a group of people walking on a dirt path, and a man pushing a stroller.",20.0,227.5,237.5,44942.0
aACPqELAbmA,aACPqELAbmA_clip_6_000,a series of images of a zoo enclosure with animals and trees. The images are shown in temporal order with captions describing the content of each frame.,20.0,241.6,251.6,44942.0
aACPqELAbmA,aACPqELAbmA_clip_7_000,a person riding a bike down a dirt path in a park. The path is surrounded by trees and there is a wooden fence on one side.,20.0,286.1,296.1,44942.0
aACPqELAbmA,aACPqELAbmA_clip_7_001,"a woman walking on a bridge in a park while holding a cell phone. The sky is cloudy, and there are trees and bushes in the background.",20.0,296.1,306.1,44942.0
aACPqELAbmA,aACPqELAbmA_clip_8_000,"a series of images of a zoo enclosure with a variety of animals, including a giraffe, a zebra, and a brown bear. The video also shows a large rock wall and a wooden fence surrounding the enclosure.",20.0,326.3,336.3,44942.0
aVfvHzAfQZg,aVfvHzAfQZg_clip_0_000,"a group of animals walking around in a field, and a man and a woman walking around in the same field.",20.0,8.2,18.2,9820.0
aVfvHzAfQZg,aVfvHzAfQZg_clip_10_000,"a group of people sitting in a room, and a man in a yellow shirt is standing in front of them.",20.0,228.6,238.6,9820.0
aVfvHzAfQZg,aVfvHzAfQZg_clip_12_000,"a large group of people walking around a dirt area, and a child in a pink shirt is seen walking around.",20.0,268.7,278.7,9820.0
aVfvHzAfQZg,aVfvHzAfQZg_clip_13_000,a group of people sitting on the ground and eating food. The people are wearing different colored shirts and dresses.,20.0,282.8,292.8,9820.0
aVfvHzAfQZg,aVfvHzAfQZg_clip_14_000,a group of children standing in a circle with a woman in a red dress standing in front of them. The children are wearing different colored shirts and pants.,20.0,304.8,314.8,9820.0
aVfvHzAfQZg,aVfvHzAfQZg_clip_14_001,a woman in a red dress standing in front of a group of children. The children are wearing different colored shirts and are standing in a circle.,20.0,314.8,324.8,9820.0
aVfvHzAfQZg,aVfvHzAfQZg_clip_15_002,"a man and a woman walking through a room with beds, and a little girl in a pink shirt is also present.",20.0,351.6,361.6,9820.0
aVfvHzAfQZg,aVfvHzAfQZg_clip_16_001,a large group of people sitting around a long table with candles. Two people are seen dancing in front of the crowd.,20.0,378.3,388.3,9820.0
aVfvHzAfQZg,aVfvHzAfQZg_clip_19_001,"a group of people dressed in colorful clothing and holding sticks, sitting under a tree. The scene is outdoors, and there are other people in the background.",20.0,444.1,454.1,9820.0
aVfvHzAfQZg,aVfvHzAfQZg_clip_20_000,"a group of people dancing in a circle, with a man in a white shirt walking in front of them. The scene is set in an outdoor area with a dirt ground and white tents in the background.",20.0,460.3,470.3,9820.0
aXXAUi-vx80,aXXAUi-vx80_clip_0_000,a large waterfall with a city in the background. The waterfall is seen from different angles and distances throughout the video.,60.0,1.4333333333333331,4.766666666666667,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_0_005,"a large waterfall with a boat passing by, and the sun is shining brightly in the sky.",60.0,18.1,21.433333333333334,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_1_001,a large waterfall with a city in the background. The sun is shining brightly in the sky.,60.0,41.96666666666667,45.3,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_1_005,"a large waterfall with a boat passing by, and the sun is shining brightly in the background.",60.0,55.3,58.63333333333333,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_1_006,"a large waterfall with a city in the background, and the sun is shining brightly. There is also a boat on the water.",60.0,58.63333333333333,61.96666666666667,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_1_008,a large waterfall with a city in the background. There is also a boat on the water.,60.0,65.3,68.63333333333334,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_2_000,"a man sitting on a bench and a woman walking on a sidewalk. The scenery includes a large body of water, a city skyline, and a bridge.",60.0,88.13333333333334,91.46666666666668,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_2_002,a large body of water with a city in the background. There are people walking on a sidewalk next to the water.,60.0,94.8,98.13333333333334,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_3_000,a large waterfall with a city in the background. People are standing on a bridge watching the waterfall.,60.0,106.73333333333332,110.06666666666666,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_3_004,a large waterfall with a city in the background. There are people standing on a bridge and a boardwalk nearby.,60.0,120.06666666666666,123.4,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_4_001,a beautiful view of a waterfall with a rainbow in the background. There are people standing on a bridge watching the waterfall.,60.0,135.06666666666666,138.4,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_4_003,a beautiful view of a waterfall with a sun flare in the background. There are people standing on a bridge watching the waterfall.,60.0,141.73333333333332,145.06666666666666,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_4_005,a large waterfall with a crowd of people standing on a bridge overlooking it. The sun is shining brightly in the sky.,60.0,148.4,151.73333333333332,9718.0
aXXAUi-vx80,aXXAUi-vx80_clip_4_007,"a large waterfall with mist and a rainbow, and people standing on a bridge watching the waterfall.",60.0,155.06666666666666,158.4,9718.0
ajBikS8f21Y,ajBikS8f21Y_clip_3_000,a large building with a dome and a clock tower in the background. People are walking on the sidewalk and the street.,20.0,71.2,81.2,3578.0
ajvoGCiMkv0,ajvoGCiMkv0_clip_1_000,a scene of a street with cars and people moving around. The scene is captured from different angles and perspectives.,20.0,39.7,49.7,4110.0
ajvoGCiMkv0,ajvoGCiMkv0_clip_6_000,"a scene of a sidewalk with people walking by, and a tree in the middle of the sidewalk.",20.0,141.8,151.8,4110.0
ajvoGCiMkv0,ajvoGCiMkv0_clip_6_002,"a scene of a sidewalk with a brick pavement, a tree, and a building in the background. People are walking on the sidewalk, and there are trees and bushes on the side of the road.",20.0,161.8,171.8,4110.0
ajvoGCiMkv0,ajvoGCiMkv0_clip_7_000,"a scene of a street with people walking and cars driving. There is a large white umbrella on the sidewalk, and a woman wearing a pink shirt is sitting on a bench.",20.0,176.7,186.7,4110.0
ajvoGCiMkv0,ajvoGCiMkv0_clip_7_001,"a scene of a street with cars and people, and a person sitting on a chair.",20.0,186.7,196.7,4110.0
anUfXeEmMlw,anUfXeEmMlw_clip_1_001,a trail on a hill with a cloudy sky in the background. The trail is surrounded by green bushes and trees.,23.976023976023978,61.394666666666666,69.73633333333333,3810.0
anUfXeEmMlw,anUfXeEmMlw_clip_1_003,a trail in the mountains with clouds in the sky. The trail is surrounded by green bushes and rocks.,23.976023976023978,78.07799999999999,86.41966666666666,3810.0
anUfXeEmMlw,anUfXeEmMlw_clip_1_007,a dirt road in the desert with mountains in the background. The sky is cloudy and there are green bushes on the side of the road.,23.976023976023978,111.44466666666666,119.78633333333332,3810.0
anUfXeEmMlw,anUfXeEmMlw_clip_2_000,a body of water with a cloudy sky in the background. There are also some plants and a beach visible in the video.,23.976023976023978,127.37725,135.71891666666664,3810.0
b0xES5otDAw,b0xES5otDAw_clip_0_000,a person walking around a plaza while holding a camera. The person is wearing a green jacket and is seen walking on the sidewalk.,29.97002997002997,8.274933333333333,14.948266666666669,25922.0
b0xES5otDAw,b0xES5otDAw_clip_0_002,a person walking down a street while holding a camera. The person is wearing a green jacket and a hood.,29.97002997002997,21.6216,28.294933333333333,25922.0
b0xES5otDAw,b0xES5otDAw_clip_0_003,a person skateboarding in a city square while people walk around. The person is wearing a hoodie and is seen from different angles.,29.97002997002997,28.294933333333333,34.968266666666665,25922.0
b0xES5otDAw,b0xES5otDAw_clip_0_004,a person skateboarding in a city square while people walk around. The person is seen from different angles as they ride around the square.,29.97002997002997,34.968266666666665,41.6416,25922.0
b0xES5otDAw,b0xES5otDAw_clip_0_008,a person walking around a plaza while people are walking around. The video also shows a person riding a skateboard in the same plaza.,29.97002997002997,61.6616,68.33493333333334,25922.0
b0xES5otDAw,b0xES5otDAw_clip_0_010,a person skateboarding in a plaza while people walk around. The person is wearing a hoodie and is seen from different angles.,29.97002997002997,75.00826666666667,81.6816,25922.0
b0xES5otDAw,b0xES5otDAw_clip_0_012,a person walking around a square while people are walking around. The video also shows a man sitting on the ground in the middle of the square.,29.97002997002997,88.35493333333334,95.02826666666668,25922.0
b0xES5otDAw,b0xES5otDAw_clip_0_013,a person walking in a plaza with trees and buildings in the background. The person is wearing a white shirt and blue jeans.,29.97002997002997,95.02826666666668,101.7016,25922.0
b0xES5otDAw,b0xES5otDAw_clip_0_014,"a large tree in the middle of a city square, and people walking around the area.",29.97002997002997,101.7016,108.37493333333332,25922.0
b0xES5otDAw,b0xES5otDAw_clip_0_016,a person skateboarding in a plaza while people walk by. The person is seen from different angles as they ride around.,29.97002997002997,115.04826666666666,121.7216,25922.0
b0xES5otDAw,b0xES5otDAw_clip_0_019,a person skateboarding in a city while people walk around. The person is seen from different angles as they ride around.,29.97002997002997,135.06826666666666,141.7416,25922.0
b0xES5otDAw,b0xES5otDAw_clip_0_020,a person walking down a street while holding a camera. The person is wearing a green jacket and is walking on the sidewalk.,29.97002997002997,141.7416,148.41493333333332,25922.0
b0xES5otDAw,b0xES5otDAw_clip_1_000,"a person lying on the ground in a busy intersection, and the camera captures the scene from different angles.",29.97002997002997,158.5584,165.23173333333332,25922.0
b0xES5otDAw,b0xES5otDAw_clip_2_003,"a person lying on the ground in a public space, and people are walking around them.",29.97002997002997,189.52266666666668,196.196,25922.0
b0xES5otDAw,b0xES5otDAw_clip_2_004,"a person lying on the ground in a public space, and people walking by.",29.97002997002997,196.196,202.86933333333332,25922.0
b0xES5otDAw,b0xES5otDAw_clip_2_008,"a person lying on the ground in a public space, and the camera captures the scene from different angles.",29.97002997002997,222.88933333333333,229.56266666666667,25922.0
b0xES5otDAw,b0xES5otDAw_clip_3_000,"a person lying on the ground in front of a store, and a man walking down the street.",29.97002997002997,232.232,238.90533333333332,25922.0
b0xES5otDAw,b0xES5otDAw_clip_3_001,a person walking down a street while a man is lying on the ground. The man is wearing a gray hoodie and a black backpack.,29.97002997002997,238.90533333333332,245.57866666666663,25922.0
b0xES5otDAw,b0xES5otDAw_clip_3_005,a person walking down a street while a man is sitting on the ground. The video also shows a person riding a skateboard down the street.,29.97002997002997,265.59866666666665,272.272,25922.0
b0xES5otDAw,b0xES5otDAw_clip_3_007,a person skateboarding down a street while holding a camera. The person is wearing a hoodie and is seen from different angles.,29.97002997002997,278.94533333333334,285.6186666666667,25922.0
b0xES5otDAw,b0xES5otDAw_clip_3_010,a person walking down a street with a tree in the background. The person is wearing a white shirt and is seen walking on the sidewalk.,29.97002997002997,298.9653333333333,305.63866666666667,25922.0
b0xES5otDAw,b0xES5otDAw_clip_3_013,"a person lying on the ground in a city square, and people walking by.",29.97002997002997,318.98533333333336,325.65866666666665,25922.0
b0xES5otDAw,b0xES5otDAw_clip_3_014,a person walking down a sidewalk with buildings and trees in the background. The person is wearing a white shirt and is walking on a brick sidewalk.,29.97002997002997,325.65866666666665,332.332,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_000,"a person walking down a sidewalk, and the person is wearing a green jacket.",29.97002997002997,334.26726666666667,340.9406,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_016,a person skateboarding on a brick road while people walk by. The person is seen from different angles as they continue to skateboard.,29.97002997002997,441.0406,447.7139333333333,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_018,a person skateboarding down a street while people walk by. The person is seen from different angles as they continue to skateboard.,29.97002997002997,454.3872666666667,461.0606,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_019,a person skateboarding down a street while people walk by. The person is wearing a hoodie and is seen from different angles.,29.97002997002997,461.0606,467.73393333333337,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_021,"a person lying on the ground in a city street, and the camera captures the scene from different angles.",29.97002997002997,474.40726666666666,481.0806,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_023,a person skateboarding on a city street while cars and people move around them. The person is wearing a green jacket and a white hat.,29.97002997002997,487.75393333333335,494.4272666666667,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_025,a person skateboarding on a city street while people walk by. The person is seen from different angles as the camera follows them.,29.97002997002997,501.1006,507.7739333333333,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_028,a person skateboarding down a street while people walk by. The person continues to ride down the street while people walk by.,29.97002997002997,521.1206,527.7939333333334,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_029,"a person lying on the ground in a city, and the camera captures the scene from different angles.",29.97002997002997,527.7939333333334,534.4672666666667,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_033,"a man lying on the ground in a city street, and the camera captures the scene from different angles.",29.97002997002997,554.4872666666666,561.1606,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_037,a man walking down a street in a city while buildings and cars are visible in the background. The man is wearing a blue shirt and is walking on the sidewalk.,29.97002997002997,581.1806,587.8539333333333,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_041,a man walking down a street while a car drives by. The man is wearing a blue shirt and is walking on the sidewalk.,29.97002997002997,607.8739333333333,614.5472666666667,25922.0
b0xES5otDAw,b0xES5otDAw_clip_4_048,a man walking down a street in a city while people are walking around. The video also shows a person riding a skateboard down the same street.,29.97002997002997,654.5872666666667,661.2606000000001,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_000,a man walking down a street with buildings and shops on both sides. There are also other people walking on the sidewalk.,29.97002997002997,667.9339333333334,674.6072666666666,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_001,a man walking down a street with people walking in the opposite direction. The man is wearing a black jacket and blue jeans.,29.97002997002997,674.6072666666666,681.2806,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_002,a man walking down a street while people are walking around him. The video also shows a person riding a skateboard down the street.,29.97002997002997,681.2806,687.9539333333333,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_004,a man walking down a busy street with tall buildings and people walking on the sidewalk. The man is wearing a green shirt and is walking towards the camera.,29.97002997002997,694.6272666666666,701.3006,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_005,a man walking down a street while people are walking around him. The video also shows a man riding a skateboard down the same street.,29.97002997002997,701.3006,707.9739333333333,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_006,"a man lying on the ground in a city square, and people are walking around him. The video also shows a man sitting on a bench in the same city square.",29.97002997002997,707.9739333333333,714.6472666666667,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_009,a person walking down a street with buildings and shops on either side. The person is wearing a green shirt and is walking on the sidewalk.,29.97002997002997,727.9939333333333,734.6672666666667,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_010,a person walking down a street with tall buildings on both sides. The person is wearing a green jacket and is walking on the sidewalk.,29.97002997002997,734.6672666666667,741.3406,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_011,a person walking down a street with tall buildings on either side. The person is wearing a black jacket and is carrying a black bag.,29.97002997002997,741.3406,748.0139333333334,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_015,a man walking down a busy street while people are walking around him. The video also shows a man sitting on the sidewalk and a man walking down the street.,29.97002997002997,768.0339333333334,774.7072666666667,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_017,a man walking down a street while people are walking around him. The video also shows a city street with people walking around.,29.97002997002997,781.3806,788.0539333333334,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_019,"a man lying on the ground in a city square, and the camera captures the scene from different angles.",29.97002997002997,794.7272666666667,801.4006,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_021,a man lying on the ground while a woman walks by. The video also shows a man walking down the street with a skateboard.,29.97002997002997,808.0739333333333,814.7472666666666,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_023,"a busy city street with people walking and cars driving. The camera captures the scene from different angles, including a first-person perspective.",29.97002997002997,821.4206,828.0939333333333,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_025,a person walking down a street with buildings and cars in the background. The person is wearing a green jacket and is walking on the sidewalk.,29.97002997002997,834.7672666666667,841.4406,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_026,"a man walking down a street while holding a camera. The street is empty, and there are tall buildings on both sides of the street.",29.97002997002997,841.4406,848.1139333333333,25922.0
b0xES5otDAw,b0xES5otDAw_clip_5_027,a man walking down a street while people are walking around him. The video also shows a person riding a bike and a person walking on the sidewalk.,29.97002997002997,848.1139333333333,854.7872666666667,25922.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_001,a person skateboarding down a street while the camera captures the scene from a car. The street is surrounded by trees and there are buildings and a fence on the side of the road.,29.97002997002997,9.542866666666669,16.2162,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_006,a first-person view of a car driving down a street with trees and buildings on both sides. The video also shows a person walking on the sidewalk and a fire hydrant on the sidewalk.,29.97002997002997,42.909533333333336,49.58286666666667,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_010,a man playing the harmonica on a park bench while a car passes by. The scene is captured from different angles and perspectives.,29.97002997002997,69.60286666666667,76.2762,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_011,a car driving down a street with trees on both sides. The street is surrounded by green trees and there are several potted plants on the sidewalk.,29.97002997002997,76.2762,82.94953333333333,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_012,"a car driving down a street with trees on both sides. The car is seen from different angles, including a first-person view from the driver's seat.",29.97002997002997,82.94953333333333,89.62286666666667,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_013,a car driving down a street with trees on both sides. There are also people walking on the sidewalk.,29.97002997002997,89.62286666666667,96.2962,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_016,a person riding a bike through a park with trees and a fountain. The person is wearing a blue shirt and the bike has a basket on the front.,29.97002997002997,109.64286666666666,116.3162,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_018,a scene of a fountain in a park with people walking around it. The camera captures the fountain from different angles.,29.97002997002997,122.98953333333334,129.66286666666667,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_024,a circular fountain in a park with people walking around it. The camera then pans to a man sitting on a bench.,29.97002997002997,163.02953333333335,169.7028666666667,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_026,"a park with a circular path, benches, and trees. The camera moves along the path, capturing the scenery.",29.97002997002997,176.3762,183.04953333333333,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_028,a person riding a bike down a pathway in a park. The person is wearing a helmet camera and the video is in 360 degree view.,29.97002997002997,189.72286666666668,196.3962,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_029,a person riding a skateboard down a street with people sitting on benches. The person continues to ride down the street passing by people and trees.,29.97002997002997,196.3962,203.0695333333333,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_031,a person riding a bike through a park with people sitting on benches. The person continues to ride the bike through the park.,29.97002997002997,209.74286666666663,216.4162,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_0_033,"a person riding a bike through a park, passing by a bench and a trash can. The person is wearing a blue shirt and a black helmet.",29.97002997002997,223.08953333333332,229.76286666666667,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_10_000,a person walking down a long bridge with red decorations hanging from the ceiling. The person is also holding a camera and capturing the scenery.,29.97002997002997,985.2509333333334,991.9242666666668,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_10_001,a fisheye view of a walkway with people walking on it. The video also shows a white building with a red awning and a tree in the background.,29.97002997002997,991.9242666666668,998.5976,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_11_001,a person walking through a large building with a backpack on. The person is seen walking through different areas of the building.,29.97002997002997,1023.1554666666668,1029.8288,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_11_004,a large indoor space with a variety of objects and people moving around. The space has a curved wall and a large window.,29.97002997002997,1043.1754666666666,1049.8488,81000.0
bOZ-TjVXtuo,bOZ-TjVXtuo_clip_11_005,"a person riding a skateboard in a mall, and the camera captures the scene from different angles.",29.97002997002997,1049.8488,1056.5221333333334,81000.0
